ID,Tanggal Berita,Media,Judul Berita,Isu Ekonomi,Sektor,Ringkasan Berita,Link Berita
919cf9e4d708faf549825ccb623cce12,2026-08-14,Nusantarapos.co.id,"Urat Nadi Perekonomian Perdesaan: Rabat Beton 1,2 Km TMMD 129 Tingkatkan Mobilisasi Hasil Panen Petani Lamongan - Nusantarapos.co.id",Pertanian,"A - Pertanian, Kehutanan, dan Perikanan","Urat Nadi Perekonomian Perdesaan: Rabat Beton 1,2 Km TMMD 129 Tingkatkan Mobilisasi Hasil Panen Petani Lamongan Nusantarapos.co.id",https://news.google.com/rss/articles/CBMi3AFBVV95cUxOV0puM1F3VDRJTDJIaUM1cVhxOEhidmZXYlVCNHRhY0JkR2JjXzA5X2E0Yi1XSXBpTkRKSFc5Z180dzNDdHh4NXhyMWdzelpPT0IxWXZrUGttel9iVnhXaHRvVFdtNTVWbGVMangyNWZSNVNQOWJUeTVUSTZ0SGpRNlFxb25TUlRpUjF3WjloNWRZcHowWnpCZWVjRjlvOFJKeTBmR0NMbTVqeEw0TmpDRnkwNmcxYnByV21BcmpmSkZGbHRaRWdyTlFJSTlVUUtvRml3clpDTlZxaVhF?oc=5
fbeaae779a5d9b6bac8a3ee167301421,2026-08-14,Nusantarapos.co.id,Akses Ekonomi Makin Mulus: Jalan Rabat Beton TMMD ke-129 Kodim 0812/Lamongan di Desa Tlemang Tuntas 100% - Nusantarapos.co.id,Infrastruktur,F - Konstruksi,Akses Ekonomi Makin Mulus: Jalan Rabat Beton TMMD ke-129 Kodim 0812/Lamongan di Desa Tlemang Tuntas 100% Nusantarapos.co.id,https://news.google.com/rss/articles/CBMi0wFBVV95cUxPbGxGdjJRSUp4TThFQzRRS0hsN0RrVlZnbXJVMEtkWXR2cmluSTVzYmE5NXIxTkVDd0hWa1c4TnV4ckY0S3FrVlFuam85Q2dSU0NEdkpXZll1SFF1bTdJSkFYVU42TUh0VlYwdXpiWnNaQ0NndlNaNFJSWlZkSkl6aEVJWklNZkh6VVR3ckVmcnhibTBOMXZfajVoWk9IdG1yX1l6Mm9HX2pUNkpnTVJoX1UzaGlGSzBkc3hjOTJURUNTN3kxbXJpM2N5aEpWWkdENVJV?oc=5
fb4b3d62c5279c1e9253c5a6472d40df,2026-08-14,Media Indonesia,Lamongan Tambah Unit RDF untuk Pengelolaan Sampah Berkelanjutan - Media Indonesia,Ekonomi Umum,"E - Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Lamongan Tambah Unit RDF untuk Pengelolaan Sampah Berkelanjutan Media Indonesia,https://news.google.com/rss/articles/CBMiqwFBVV95cUxOSXdwNTI2QmhaczNWR2lnbWxKLXN0YmtVcVpZRXFiZ2pGMDJGY2ZKMWpiSk1iMXJSOFkzUGRNSTRMMjZPLUNyQVJpS1AtQ3MxRFBleFdWVVlxVjNmSlRnemI5TUduT084YlhxRFhWczg5UEI3bnRYNkpPc1dhcHdHVHJicUV5c29tTlZJUmVTRGdaTElKYXpIT0ZPMllfZmNuSUF6bWdFQ0xCQnc?oc=5
2ba45e212ff8566f48c2e2d0c0afde1a,2026-08-14,Kompas.com,"Viral Sego Boran Lamongan Dianggap Mahal hingga Rp 350.000, Pemkab Turun Tangan - Kompas.com",Harga dan Inflasi,"O - Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","Viral Sego Boran Lamongan Dianggap Mahal hingga Rp 350.000, Pemkab Turun Tangan Kompas.com",https://news.google.com/rss/articles/CBMiwgFBVV95cUxQeEpaV214VjFJOGZ5R3R6STdIQWJHZVVpWEhpWndhV2V3bzVaNkp5QnRSV2w1VjUtMGluQzRoTHFzVHJNUkpkU0REQ2ZjdzVuMUlPS1A1YXhkYk5CdDV4b1JqZGpBU0loU0tWdGtUMXB0bXZ0YmFaVWFtdWhPY0xXem53d0xHU1RqR0FnbHVMSUw3VkpqbEhvTGtiWVVjdUd6LXVPOTVHUktFY2pLVnl0Z3JWcTJaUXNUSjdYYU9pYmN0dw?oc=5
7bf33a49db911bffd079dc0f4dac2063,2026-08-13,Radar Lamongan,"Biaya Nany Widjaja untuk Lobi Pembelian Tanah Rp 50 M, Harga Tanah Hanya Rp 30 M - Radar Lamongan",Harga dan Inflasi,G - Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,"Biaya Nany Widjaja untuk Lobi Pembelian Tanah Rp 50 M, Harga Tanah Hanya Rp 30 M Radar Lamongan",https://news.google.com/rss/articles/CBMizgFBVV95cUxNNzlDUmZMN1FpbkxwOXBYbjB4eEVIN2Y4U1UwaGk5WUxUWmtNVmhudWdwaW16Nk9vV0VKVjdnV3BPdmJCbkVXZmg4eEs4YjBTTVpQZ3pwdkRVQmhSdi1hb3A3bzFjcUMzYXBOY0ZfZTVIMFVLMEs5VktzYzB6VGtVLVdsYTZzRFpHbjkzOWFyd0xKNGpES1FxdlE3OGM5ckxkWWZKMzhFb2xzVWtDbzM5dVNyRVVyOGJfNHp3a05VeERSSnd0UzRQbWx1RWR3d9IB0wFBVV95cUxQU1ZleGR3YmRVTmdrVVBCWnNfMkwwVlZSMTJmYm5PR2xvTzU0RFhfOTMtZUhRM0VXRXRPSXkxQWlaR1hJdWVydlhubk9YbFlSWGliQXVZQU9wdjBqam40eWdRNlJ3WjlMUFJobDhMaE5Dc3laYTVWOXlFbHVJc192ZG1jQmJ6aHhRQkhWRTFpYTFNYnBEVUdhSng2VWI5VWFBWldlTTZ2d0pVV0N3R1ZhYk5EVkZ4eHYzQllrUmFYb1Q0NHJ4STRZclppZWVnM1c5X21V?oc=5
8f63c1d9f7b487f00b8a0e7a9ded2adb,2026-08-13,Antara News jatim,Pemkab Lamongan perkuat TPST dan RDF guna kurangi sampah ke TPA - Antara News jatim,Ekonomi Umum,"E - Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Pemkab Lamongan perkuat TPST dan RDF guna kurangi sampah ke TPA Antara News jatim,https://news.google.com/rss/articles/CBMiqwFBVV95cUxPdkdIYmZ6ZUFTZ0lWN2I2R2xaYU1xcU5rekVLU2pmaEdDc0EyQU8xcWwzWllZV0JwT2dLV3VQbVRxdE12cFVkVFI3M3JZS3ZwRmx2X0FxWUJEWGF4NzNKa1VkaERycVhpeThSTWo1eVhyOE1aOHZ3M1RvUElfT3BSR05XZ0c2U3l0djVZdG5oeFpsX1lUQVFMOTZuUjNQRGp0ZWZoSExaV2RMd1nSAbABQVVfeXFMTmVEQl9FcGpTS1hsaUxLTU1FWjg1bU9Mc1JhaEc0VjJpWWprX3hGZzV5TlpvM3dkT2UyVWpGTFBfN1M1MXVCNWhqLU1rUlJzVFRoYVdKazVYTm9QV2xKRUxMRFN0bFI2QUg1dUVCbDMwMEtXVC1Dc3NqZVhoYy1mbnVxZGtIbHUyU00yTEdNWnhQWWRZVkowTDZSYVVYY0VJSlVCb1lRTEVnalFtc1E0bDQ?oc=5
225a47884b6472c5f2808feaa2202c97,2026-08-13,detikcom,"Perubahan KUA PPAS 2026 Disetujui, Lamongan Fokus Infrastruktur-Layanan - detikcom",Infrastruktur,F - Konstruksi,"Perubahan KUA PPAS 2026 Disetujui, Lamongan Fokus Infrastruktur-Layanan detikcom",https://news.google.com/rss/articles/CBMitgFBVV95cUxNT1JFVE5uNlNqN0RzZzBNZmZQeDZDTnc3NlVsSm15OV9RdWNkaGg5U0hDLVVZRDNVUzR4UFZmYVhZOGdJTXRnZUlZUElLcE81WEZFRDVIQ09NdDZXVjVyU0pNNlZpYmdCc3piRHN2bHpDcF9KRUd2WUMtc0lLMnR2cU14aE8wQWlXWjE5ZTdMZWJDVURSMmU5SmJKay1kcGZxd0RBRWpmRTE5Z3dVUzZtc0thTUFiZ9IBuwFBVV95cUxNQjJhMU01QmU0OGx0UmZTdTh5Y0dmNVUyaGJDVWdqZFducWRneWJ1Mk96SVM4REtNTzhfN29weG9OeWQzdEhOT3VFZGg4Y2JtM1dOQVV1VTFpeFp4bENuTjhuLTFQc1d3c0pzY1huWGtzWGNYbV9nSHNOQ1BOYjVneEY4RmFZMDFRS3Ntd0lQVV9mb1IwZFNfOU5EZDcxdkd1ZWV6V21KdzZnSVdUcUlUNzFVMUp1dUpjdXA4?oc=5
627910ca959dd46403be28fe7a26cac3,2026-08-13,beritajatim.com,Mahasiswa Unisda Lamongan Hasilkan Puluhan Inovasi selama Pelaksanaan KKN 2026 - beritajatim.com,Ekonomi Umum,P - Jasa Pendidikan,Mahasiswa Unisda Lamongan Hasilkan Puluhan Inovasi selama Pelaksanaan KKN 2026 beritajatim.com,https://news.google.com/rss/articles/CBMipAFBVV95cUxQbVdIeVJPNkt1eFdkWUtIRHlIbU9FYXpobHV1a3NwX09uNkNwc3dRSEVINlZpZFlnWWVVOWg3WVVkVFdOVGZuSUlwcFdiYXpyUjNBOFFkdHJGRlFYTEdidWJDRnZSaVJRaXNCcTRaaWJqZXpZOXh4c0YwZ0VtemNZVU0td2gtMl9ra252amtvZGQxNmprS2xvV1Q3U3QzZmpxamo3OA?oc=5
1a78252b8f6c36c0173d40f3df365e1e,2026-08-13,beritajatim.com,"Diskoperindag Lamongan Bina Pedagang Nasi Boran, Imbas Keluhan Harga Fantastis - beritajatim.com",Harga dan Inflasi,G - Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,"Diskoperindag Lamongan Bina Pedagang Nasi Boran, Imbas Keluhan Harga Fantastis beritajatim.com",https://news.google.com/rss/articles/CBMiowFBVV95cUxOSnlYNXRTVXZqZ0NzRHFzMXI2SFRYanlGYTFaaHhFUGtfNkZkUDlPMG5qZjEtNTdvUmNXaVFDMkJVR1FmUUljZXFhamNvOGhCMVVzdjhkMG1LbVFLZV96N0FCQllsbGtkeER5VVk2WnpyQzZ3X3R4YTU5VmZNQ3hZdlNDVUtiZFVLaEVoWExOd1Zmem9BcXFZYWYwYnZZMXFHcG53?oc=5
3626295e9ce3550c6916647bd24234a3,2026-08-13,Radar Bojonegoro,"5 Wisata yang Bisa Dikunjungi di Lamongan, Cocok untuk Liburan Bersama Keluarga - Radar Bojonegoro",Pariwisata,I - Penyediaan Akomodasi dan Makan Minum,"5 Wisata yang Bisa Dikunjungi di Lamongan, Cocok untuk Liburan Bersama Keluarga Radar Bojonegoro",https://news.google.com/rss/articles/CBMizAFBVV95cUxQSzA3ODdCVlBIdUJkeUVBTG82MGQxc1JMMHBxYjlVODdyejRaOHdKaVNjemY1bVZUWms1ZE5WTkdVU2tBMkVQRHdfQjZFbVV4TXNoTm5wQ0ZWU0dwOHhoeE1ycER4WTMwNndmbnktU1pWekppcTBMcXBvalZOTXVKdENib1hrR0dDM2huZDNWZjEyXzIycWNRQkVrbTg0czJMQm45Q3FlcWt3TFh3SUJoazZLWW9xYlVzTExBUHliNXo3NllVZFF2V1c2VHrSAdIBQVVfeXFMTi1qampFSE9ibW0wQTBsWXBIUmtoY2xnUm9aczV6ZkxCU0w1MGhpTFRPdFdDUnIyMFhVS1lyQTQwODNHam93Y2daU3JMTjFvNGZQV2k3V2dGVnplLWlta18tN3lJZWdmOXpuLXp6a21JaVZGcXRfV0xOSWEzRjhIaTJ1VFI1a3RjLW1XRW9ONHVPWGRhenpCcGJTUVhpRDJZQXBsLXpCMl90N2RfeFEwcHNOTjVQTnptVnJZTlhLdVJ0SWIxYlNkSUgwWi1kMEZackx3?oc=5
52559906532f3831fc2b6f421315873b,2026-08-13,Tribunnews.com,"Usut Korupsi Gedung Pemkab Lamongan, KPK Periksa GM Abipraya Properti - Tribunnews.com",Ekonomi Umum,F - Konstruksi,"Usut Korupsi Gedung Pemkab Lamongan, KPK Periksa GM Abipraya Properti Tribunnews.com",https://news.google.com/rss/articles/CBMisgFBVV95cUxNaDBCVDN0c1hzWEd2LV9UNkZ2SHQyYVE0WS1MQkl4NVowVmhwZlAzemxMQ2EyQkJoZjN1VG9WMXhtVW03bUcxdnF2eE4xeTc5a2JHZEtMSEpMSnpxbHJPbDEyZy02c1VFbnFFaWJBRGM0VXRBNjl6YnR4MXlZVTRQREdMOW9XS1BCQ0xvVFNWQWxnZ2N3Y1NQQkc1OTZXM0FHTTIySFlDa3dtUlR2VUNtbkl3?oc=5
d028a0913a69776ce9559c8e6cb8c838,2026-08-13,optika.id,"Datang ke Lamongan, Wakil Bupati Lombok Timur Disuguhi Potensi Wisata Lamongan - optika.id",Pariwisata,I - Penyediaan Akomodasi dan Makan Minum,"Datang ke Lamongan, Wakil Bupati Lombok Timur Disuguhi Potensi Wisata Lamongan optika.id",https://news.google.com/rss/articles/CBMiqwFBVV95cUxQRE9xcC14MkFZQ3VVLXhCd3lpTzVvaFBDYlNqWlp2LU1nVGhaTUpuaGgteVlKMnZpT0pNVEhsNjc5bU85MWdrenVRaDdya2Nmcl9UM3hmMDMyUUNIcDdwSVBMVGpNUzVod1Faa2FTV1EwbU5pa1R4aGV0ZlRuUjlwTlJBYzc3YnFkd1BtWDVONzdTOGJMTjl2TThvbXBnTVNRTVJUcWEwSnV5eUE?oc=5
fb818df2288d7f17c0cc78d3133e7908,2026-08-12,klikjatim.com,"Pererat Tali Silaturahmi Antardaerah, Pak Yes Kenalkan Potensi Wisata Lamongan ke Wabup Lombok Tengah - klikjatim.com",Pariwisata,I - Penyediaan Akomodasi dan Makan Minum,"Pererat Tali Silaturahmi Antardaerah, Pak Yes Kenalkan Potensi Wisata Lamongan ke Wabup Lombok Tengah klikjatim.com",https://news.google.com/rss/articles/CBMizgFBVV95cUxNN21iay1DUk1ZSXFrRnMtOGgtWkdMLWpYUjQ0akpnTW9LNzdmdktwMkVXejZCZUpCd3FfZ3FtdWt4V3luTUtBX2RWaVNiSHVtZ1ppQXlYcllKRDNTQll3WDlGM0tnNkh0QzUwaXQtSllwR0pJWUo4aENmMjg3c01CM0MwcS1Fa0dmVUdzLXFraHdhU0RKZFBFTUw1cTJlZDNvd21odm1HSUg3ZUVfQnl6TmhIdDREWFQ1ekN5dkxSS3ZzTzA2RjVWZjFqZGV5Z9IB0wFBVV95cUxQUGRIb2ZVMDNHQ0xhQ3FyR0Q1OC1ONkktLW9RaDY2SmpPa01WeVVzRVRsdl9Hbzg2M1hNWXFyZkItcjlqck1wcmN0WjFNN0M2dTFSMGdnVDBQcEhRRlQ3WnFhME1WV291M2NySkN4dnNlUTdlamRrd2poMVk0WEZqWEFUWUhNLTlnZUlOQkVhQ1NUMHlqM0Y5WWxXc1NOY1RZYnhDeTJZWEN2eDBEd2dZZlZtbG0zZnVBbVZLWTU4NVUwZGpUTFB6X1hWbllFTExURXp3?oc=5
158ec41c325b84b4512d998443c00162,2026-08-12,Radar Lamongan,Mahasiswa Unisda Lamongan Hasilkan Puluhan Inovasi dalam Gelar Karya KKN 2026 - Radar Lamongan,Ekonomi Umum,P - Jasa Pendidikan,Mahasiswa Unisda Lamongan Hasilkan Puluhan Inovasi dalam Gelar Karya KKN 2026 Radar Lamongan,https://news.google.com/rss/articles/CBMiyAFBVV95cUxPYllmZHlacmpxc1NFTkZjVWw3QjJxemdWUVlhbXJPRDAxdk5jc3c2Nk9IcmV4dFh0ZDAwVURlSzluVmlVU01MdnByTGRmM0ExODZvaHR3TzJ2bXZ6cGRnbUMwSkhUNU5YeFhESU9MT1RVdjNLSjk3X05CQlJRdWxFVk9iOGV4c0V5WmktTVB0VWlScGR0WEpIOWtoeXE3enNiR2xvUnFXU2p3UVo3TXd2WDlyMTZRQTZTWUJFZDFyaWQzRHFJRWo2M9IBzgFBVV95cUxQV1Naa2lSVzFGdE1PZW43OHV3TkhxamhOMHhEU256emNFVm9xQzNaZ202aVBrT1lsdXhMRkRGMmw3djFqQ2ZjRTd5aW5VZmYzRWRkeTF2VzlCN0hZTlNZTmk2Y1h1MXU1WmZnWlBSanBrdXJyUXhJZ1RKZC1vMWNmbjZ4aUw0YlpudFVDbjJnSW9QVDdva2VGYURaM2JYTnl2TWFUSEJsM0xmSzRTZHlOZERoUHl3YkoyWlNLbGtPS0R6THc0c0FFbnJzb2FaZw?oc=5
